"","종목코드","종목명","종가","EPS","PER","BPS","PBR","배당수익률","시장구분","시가총액","섹터","ROE","style","시총비중"
"198","079160","CJ CGV",41000,"-",NA,"14,554",2.82,0.85,"코스피",867613833000,"경기관련소비재",NA,"growth",0.000574510995111408
"199","009410","태영건설",11350,"1,321",8.59,"12,120",0.94,0.79,"코스피",8.6714e+11,"산업재",0.1094,"value",0.000574197235397129
"200","122870","와이지엔터테인먼트",47500,"996",47.69,"17,539",2.71,0.32,"코스닥",863821177500,"경기관련소비재",0.0568,"growth",0.000571999598678406
"201","038540","상상인",17850,"2,183",8.18,"6,162",2.9,0,"코스닥",852308886450,"IT",0.3545,"growth",0.000564376463205475
"202","009970","영원무역홀딩스",62500,"6,169",10.13,"65,108",0.96,0.96,"코스피",852224500000,"경기관련소비재",0.0948,"value",0.000564320584724152
"203","102940","코오롱생명과학",74500,"-",NA,"47,809",1.56,0,"코스닥",850220522000,"건강관리",NA,"growth",0.000562993603351597
"204","020560","아시아나항공",4135,"1,227",3.37,"5,607",0.74,0,"코스피",848647940690,"산업재",0.2196,"value",0.000561952281488185
"205","023590","다우기술",18850,"2,648",7.12,"23,560",0.8,1.59,"코스피",845735730450,"IT",0.1124,"value",0.000560023892682798
"206","192400","쿠쿠홀딩스",118500,"57,026",2.08,"67,311",1.76,3.46,"코스피",842823784500,"경기관련소비재",0.8462,"growth",0.000558095678883278
"207","267270","현대건설기계",42700,"5,569",7.67,"59,535",0.72,0,"코스피",841223861100,"산업재",0.0939,"value",0.000557036251809072
"208","000250","삼천당제약",38000,"704",53.98,"6,620",5.74,0.13,"코스닥",840020894000,"건강관리",0.1063,"growth",0.000556239678726186
"209","240810","원익IPS",20100,"2,311",8.7,"7,595",2.65,1,"코스닥",829596063600,"IT",0.3046,"growth",0.000549336631011672
"210","036830","솔브레인",47550,"2,532",18.78,"37,072",1.28,1.47,"코스닥",827287786050,"IT",0.0682,"growth",0.000547808150503635
"211","085620","미래에셋생명",4610,"1,541",2.99,"12,336",0.37,3.69,"코스피",816044631290,"금융",0.1237,"value",0.000540363229982918
"212","079550","LIG넥스원",36950,"-",NA,"27,454",1.35,1.35,"코스피",8.129e+11,"산업재",NA,"growth",0.000538280938088805
"213","285130","SK케미칼",70000,"-",NA,"53,425",1.31,0,"코스피",810589640000,"소재",NA,"growth",0.000536751078637307
"214","001060","JW중외제약",40750,"-",NA,"12,302",3.31,0.67,"코스피",807072495000,"건강관리",NA,"growth",0.000534422117990248
"215","002270","롯데푸드",709000,"74,827",9.48,"587,907",1.21,3.1,"코스피",802495830000,"필수소비재",0.1276,"growth",0.00053139157114621
"216","298020","효성티앤씨",185000,"-",NA,"-",NA,NA,"코스피",800621170000,"경기관련소비재",NA,NA,0.000530150220742228
"217","039130","하나투어",68800,"1,172",58.7,"17,628",3.9,2.18,"코스피",799193528000,"경기관련소비재",0.0664,"growth",0.000529204873866825
"218","052690","한전기술",20900,"558",37.46,"11,958",1.75,1.05,"코스피",7.98798e+11,"유틸리티",0.0467,"growth",0.00052894296565809
"219","284740","쿠쿠홈시스",177500,"503",352.88,"78,341",2.27,0,"코스피",796525215000,"경기관련소비재",0.0064,"growth",0.000527437987380474
"220","140410","메지온",92000,"-",NA,"6,373",14.44,0,"코스닥",795037136000,"건강관리",NA,"growth",0.000526452620717821
"221","105630","한세실업",19850,"1,100",18.05,"11,892",1.67,2.27,"코스피",7.94e+11,"경기관련소비재",0.0925,"growth",0.000525765856615219
"222","022100","포스코 ICT",5210,"276",18.88,"2,629",1.98,1.44,"코스닥",792100938090,"IT",0.1049,"growth",0.000524508347910085
"223","082640","동양생명",4770,"1,327",3.59,"14,974",0.32,7.55,"코스피",769680450450,"금융",0.0891,"value",0.0005096620923814
"224","027410","BGF",8070,"74,964",0.11,"21,952",0.37,2.48,"코스피",769629274530,"경기관련소비재",3.3636,"value",0.000509628205037046
"225","103140","풍산",27350,"5,375",5.09,"46,640",0.59,2.93,"코스피",766464003300,"소재",0.1159,"value",0.000507532245919086
"226","183490","엔지켐생명과학",98900,"-",NA,"3,593",27.53,0,"코스닥",764371594800,"건강관리",NA,"growth",0.000506146708201968
"227","048260","오스템임플란트",53500,"726",73.69,"7,909",6.76,0,"코스닥",764285859500,"건강관리",0.0917,"growth",0.000506089936547753
"228","214370","케어젠",70900,"2,376",29.84,"21,579",3.29,1.69,"코스닥",761678700000,"건강관리",0.1103,"growth",0.000504363544296053
"229","069080","웹젠",21300,"965",22.07,"7,624",2.79,0,"코스닥",752121829200,"IT",0.1264,"growth",0.000498035236534437
"230","005690","파미셀",12200,"-",NA,"959",12.72,0,"코스피",731499190000,"소재",NA,"growth",0.000484379468820767
"231","086520","에코프로",33000,"-",NA,"6,636",4.97,0,"코스닥",728976303000,"소재",NA,"growth",0.000482708879595706
"232","093050","LF",24850,"2,519",9.87,"37,363",0.67,2.01,"코스피",7.26614e+11,"경기관련소비재",0.0679,"value",0.000481144624859711
"233","058470","리노공업",47050,"2,672",17.61,"14,955",3.15,2.13,"코스닥",717153508500,"IT",0.1789,"growth",0.000474880136928353
"234","006840","AK홀딩스",54000,"7,727",6.99,"52,954",1.02,1.2,"코스피",715368294000,"소재",0.1459,"value",0.000473698014975161
"235","005180","빙그레",72500,"3,349",21.65,"53,683",1.35,1.72,"코스피",714214972500,"필수소비재",0.0624,"growth",0.00047293431589909
"236","008060","대덕전자",9100,"855",10.64,"10,658",0.85,3.3,"코스피",709863445200,"IT",0.0799,"value",0.000470052849301522
"237","037560","CJ헬로",9160,"373",24.56,"12,746",0.72,0.82,"코스피",709413283400,"경기관련소비재",0.0293,"value",0.000469754764031506
"238","006390","한일현대시멘트",42150,"3,670",11.49,"12,492",3.37,0,"코스피",706372629600,"산업재",0.2933,"growth",0.000467741323288651
"239","014820","동원시스템즈",27350,"2,759",9.91,"14,935",1.83,1.83,"코스피",700666275850,"소재",0.1847,"growth",0.00046396272635223
"240","083790","크리스탈",17300,"-",NA,"2,555",6.77,0,"코스닥",698884258200,"건강관리",NA,"growth",0.000462782721268784
"241","115450","지트리비앤티",28200,"-",NA,"1,662",16.97,0,"코스닥",690669803400,"건강관리",NA,"growth",0.000457343325973382
"242","001230","동국제강",7230,"49",147.55,"23,619",0.31,1.38,"코스피",689978688510,"소재",0.0021,"value",0.000456885687922803
"243","000370","한화손해보험",5910,"1,519",3.89,"10,145",0.58,2.54,"코스피",689926987650,"금융",0.1491,"value",0.000456851452977027
"244","004800","효성",50000,"11,575",4.32,"123,059",0.41,10,"코스피",689757550000,"소재",0.0949,"value",0.000456739255834464
"245","093370","후성",7420,"320",23.19,"1,910",3.88,0,"코스피",687142596980,"소재",0.1673,"growth",0.00045500770291939
"246","271980","제일약품",46600,"73",638.36,"12,109",3.85,0.15,"코스피",685247035200,"건강관리",0.006,"growth",0.000453752511908019
"247","006040","동원산업",203000,"49,609",4.09,"269,402",0.75,1.97,"코스피",682729600000,"필수소비재",0.1834,"value",0.000452085532721115
"248","034830","한국토지신탁",2700,"682",3.96,"2,834",0.95,3.7,"코스피",681720921000,"금융",0.2399,"value",0.000451417612093301
"249","200230","텔콘RF제약",8280,"-",NA,"1,512",5.48,0,"코스닥",681693087240,"IT",NA,"growth",0.000451399181311602
"250","034310","NICE",17950,"1,388",12.93,"14,726",1.22,0.72,"코스피",679987285000,"금융",0.0944,"growth",0.00045026964406232
"251","005850","에스엘",19950,"2,810",7.1,"28,436",0.7,2.01,"코스피",675608545500,"경기관련소비재",0.0986,"value",0.000447370158263689
"252","000070","삼양홀딩스",78500,"4,871",16.12,"154,881",0.51,2.55,"코스피",672295273500,"필수소비재",0.0316,"value",0.00044517619693966
"253","000640","동아쏘시오홀딩스",109000,"5,311",20.52,"148,700",0.73,0.92,"코스피",669074046000,"건강관리",0.0356,"value",0.000443043185055668
"254","030190","NICE평가정보",10950,"512",21.39,"2,825",3.88,1.28,"코스닥",664827279000,"금융",0.1814,"growth",0.000440231087965491
"255","071320","지역난방공사",57000,"6,035",9.44,"158,025",0.36,4.95,"코스피",659988408000,"유틸리티",0.0381,"value",0.000437026915224477
"256","033180","필룩스",12200,"144",84.72,"2,879",4.24,0.41,"코스피",656688119000,"IT",0.05,"growth",0.000434841550900594
"257","092040","아미코젠",34100,"-",NA,"4,648",7.34,0,"코스닥",654430491000,"건강관리",NA,"growth",0.000433346609188581
"258","048530","인트론바이오",43100,"-",NA,"2,662",16.19,0,"코스닥",648157712200,"건강관리",NA,"growth",0.000429192940524677
"259","241590","화승엔터프라이즈",10650,"747",14.26,"4,262",2.5,0.33,"코스피",644715535500,"경기관련소비재",0.1753,"growth",0.000426913621908434
"260","002320","한진",53800,"-",NA,"59,896",0.9,0.74,"코스피",644236492800,"산업재",NA,"value",0.000426596412468232
"261","036420","제이콘텐트리",4460,"54",82.59,"1,321",3.38,0,"코스닥",642547659720,"경기관련소비재",0.0409,"growth",0.000425478111749106
"262","018670","SK가스",70700,"11,566",6.11,"164,161",0.43,3.68,"코스피",640129606900,"유틸리티",0.0704,"value",0.000423876940952823
"263","145720","덴티움",57500,"3,686",15.6,"14,622",3.93,0.26,"코스피",636457725000,"건강관리",0.2519,"growth",0.000421445517612089
"264","280360","롯데제과",151000,"482",313.28,"195,943",0.77,0.19,"코스피",635574402000,"필수소비재",0.0025,"value",0.000420860604420951
"265","001430","세아베스틸",17700,"3,560",4.97,"51,205",0.35,5.08,"코스피",634759506300,"소재",0.0704,"value",0.000420321001982963
"266","263050","유틸렉스",87000,"-",NA,"7,846",11.09,0,"코스닥",631931286000,"건강관리",NA,"growth",0.000418448229100437
"267","007390","네이처셀",11900,"10",NA,"805",14.78,0,"코스닥",631371148100,"필수소비재",NA,"growth",0.000418077320557847
"268","003470","유안타증권",3140,"344",9.13,"5,174",0.61,0,"코스피",626733248640,"금융",0.0668,"value",0.000415006225869582
"269","067630","에이치엘비생명과학",17200,"306",56.21,"1,872",9.19,0,"코스닥",624336350000,"에너지",0.1635,"growth",0.000413419062813311
"270","073070","에스모",7070,"98",72.14,"865",8.17,0,"코스닥",618684211250,"경기관련소비재",0.1133,"growth",0.000409676365619858
"271","267980","매일유업",78800,"4,652",16.94,"37,786",2.09,0.57,"코스닥",618078674400,"필수소비재",0.1234,"growth",0.000409275395090069
"272","007700","F&F",40050,"4,863",8.24,"19,218",2.08,1.62,"코스피",6.1677e+11,"경기관련소비재",0.2524,"growth",0.000408408825421371
"273","039200","오스코텍",22600,"-",NA,"1,293",17.48,0,"코스닥",615867786200,"건강관리",NA,"growth",0.000407811403240757
"274","052020","에스티큐브",23000,"-",NA,"719",31.99,0,"코스닥",614344743000,"IT",NA,"growth",0.000406802884207118
"275","141080","레고켐바이오",56700,"-",NA,"4,843",11.71,0,"코스닥",600446309400,"건강관리",NA,"growth",0.000397599708077
"276","031390","녹십자셀",50500,"61",827.87,"4,118",12.26,0.1,"코스닥",598577156500,"건강관리",0.0148,"growth",0.000396362004329376
"277","065660","안트로젠",70700,"95",744.21,"6,132",11.53,0,"코스닥",596690395700,"건강관리",0.0155,"growth",0.000395112641094816
"278","001120","LG상사",15350,"1,557",9.86,"30,815",0.5,1.63,"코스피",5.94966e+11,"산업재",0.0507,"value",0.000393970791746763
"279","039030","이오테크닉스",48300,"3,488",13.85,"29,043",1.66,0.41,"코스닥",593154235800,"IT",0.1199,"growth",0.000392771089282535
"280","200130","콜마비앤에이치",19950,"1,549",12.88,"5,713",3.49,0.8,"코스닥",589393982100,"경기관련소비재",0.271,"growth",0.000390281148466828
"281","226320","잇츠한불",26850,"1,851",14.51,"19,940",1.35,2.23,"코스피",588802107750,"경기관련소비재",0.093,"growth",0.000389889224884163
"282","243070","휴온스",71600,"3,848",18.61,"14,029",5.1,0.84,"코스닥",584834886000,"건강관리",0.274,"growth",0.000387262235284954
"283","045390","대아티아이",8210,"99",82.93,"1,240",6.62,0.24,"코스닥",584153995620,"IT",0.0798,"growth",0.000386811367635204
"284","272450","진에어",19250,"2,722",7.07,"7,727",2.49,1.3,"코스피",5.775e+11,"산업재",0.3522,"growth",0.000382405267248475
"285","003540","대신증권",11350,"1,615",7.03,"21,524",0.53,5.37,"코스피",576278090000,"금융",0.0754,"value",0.000381596150676867
"286","078160","메디포스트",73200,"-",NA,"18,002",4.07,0,"코스닥",575968417200,"건강관리",NA,"growth",0.000381391093516964
"287","025860","남해화학",11500,"560",20.54,"8,478",1.36,0.7,"코스피",571306694500,"소재",0.0662,"growth",0.000378304223707559
"288","019680","대교",6700,"466",14.38,"6,440",1.04,3.58,"코스피",567509095000,"경기관련소비재",0.0723,"value",0.000375789553488164
"289","145990","삼양사",55000,"3,543",15.52,"101,548",0.54,2.27,"코스피",565939165000,"필수소비재",0.0348,"value",0.0003747499872523
"290","005500","삼진제약",40150,"2,891",13.89,"13,919",2.88,1.99,"코스피",5.58085e+11,"건강관리",0.2073,"growth",0.000369549166359073
"291","001720","신영증권",59000,"7,931",7.44,"68,060",0.87,4.66,"코스피",553787983000,"금융",0.1169,"value",0.000366703795044344
"292","001820","삼화콘덴서",53200,"1,512",35.19,"6,555",8.12,0.28,"코스피",5.53014e+11,"IT",0.2307,"growth",0.000366191283917139
"293","218410","RFHIC",24600,"293",83.96,"5,587",4.4,0.2,"코스닥",552170591400,"IT",0.0524,"growth",0.000365632800988858
"294","053210","스카이라이프",11500,"1,206",9.54,"12,083",0.95,3.04,"코스피",549952609000,"경기관련소비재",0.0996,"value",0.00036416411154743
"295","208340","파멥신",80000,"-",NA,"422",189.57,0,"코스닥",549840960000,"건강관리",NA,"growth",0.000364090180524602
"296","108320","실리콘웍스",33600,"2,894",11.61,"25,345",1.33,2.08,"코스닥",546480480000,"IT",0.1146,"growth",0.000361864959308181
"297","003620","쌍용차",3960,"-",NA,"5,619",0.7,0,"코스피",546279608160,"경기관련소비재",NA,"value",0.000361731947274142
"298","151910","나노스",4990,"-",NA,"69",72.32,0,"코스닥",543978088550,"IT",NA,"growth",0.000360207941695718
"299","005880","대한해운",21750,"5,186",4.19,"27,104",0.8,0,"코스피",531276462000,"산업재",0.1909,"value",0.00035179725962586
"300","024720","한국콜마홀딩스",29550,"1,683",17.56,"17,540",1.68,0.63,"코스피",530096445300,"경기관련소비재",0.0957,"growth",0.00035101588369249
"301","009450","경동나비엔",41550,"2,093",19.85,"20,135",2.06,0.48,"코스피",529326640500,"경기관련소비재",0.1038,"growth",0.000350506139259116
"302","090460","비에이치",16800,"1,491",11.27,"4,885",3.44,0,"코스닥",527180236800,"IT",0.3052,"growth",0.000349084847344793
"303","007570","일양약품",27500,"-",NA,"9,996",2.75,0,"코스피",523764560000,"건강관리",NA,"growth",0.000346823076263341
"304","086450","동국제약",57900,"4,505",12.85,"29,683",1.95,0.9,"코스닥",514846800000,"건강관리",0.1518,"growth",0.000340917970815622
"305","010050","우리종금",756,"42",18,"433",1.75,0,"코스피",509697774936,"금융",0.0972,"growth",0.000337508422234379
"306","108670","LG하우시스",56600,"6,794",8.33,"98,558",0.57,3.18,"코스피",507570122000,"산업재",0.0684,"value",0.000336099546581387
"307","286940","롯데정보통신",35400,"-",NA,"-",NA,NA,"코스피",505724400000,"IT",NA,NA,0.000334877358157705
"308","004490","세방전지",35950,"4,843",7.42,"63,549",0.57,1.11,"코스피",5.033e+11,"경기관련소비재",0.0768,"value",0.000333271984426246
"309","006120","SK디스커버리",26100,"30,647",0.85,"88,491",0.29,2.87,"코스피",496888015500,"에너지",0.3412,"value",0.000329026137419639
"310","001520","동양",2070,"78",26.54,"3,555",0.58,2.42,"코스피",494076010410,"산업재",0.0219,"value",0.000327164101821465
"311","033660","아주캐피탈",8530,"908",9.39,"12,221",0.7,19.38,"코스피",490866441700,"금융",0.0745,"value",0.000325038810080686
"312","300720","한일시멘트",117500,"-",NA,"-",NA,NA,"코스피",487033975000,"산업재",NA,NA,0.000322501051721146
"313","144510","녹십자랩셀",45900,"100",459,"4,579",10.02,0.11,"코스닥",484431078600,"건강관리",0.0218,"growth",0.000320777482381818
"314","023410","유진기업",6250,"1,223",5.11,"9,411",0.66,2.4,"코스닥",482012918750,"산업재",0.1292,"value",0.000319176240713093
"315","000990","DB하이텍",10850,"2,546",4.26,"10,240",1.06,2.3,"코스피",481724679800,"IT",0.2488,"value",0.000318985376483298
"316","112610","씨에스윈드",27600,"2,462",11.21,"17,454",1.58,1.27,"코스피",477085734000,"산업재",0.1409,"growth",0.000315913588936285
"317","023890","아트라스BX",52000,"11,180",4.65,"28,757",1.81,0.77,"코스닥",4.758e+11,"경기관련소비재",0.3892,"growth",0.000315062209795367
"318","060980","한라홀딩스",43750,"4,032",10.85,"86,433",0.51,3.09,"코스피",472617731250,"경기관련소비재",0.047,"value",0.000312954995368007
