This file was created using the 201904 Bloomberg database.

Missing data are indicated by -99.99.



,Mkt-RF,SMB,HML,RF
19990618    ,0.25    ,0.10   ,-0.05    ,0.02
19990621    ,0.44    ,0.29   ,-0.55    ,0.02
19990622   ,-0.47    ,0.79    ,0.03    ,0.02
19990623   ,-0.46    ,0.55    ,0.07    ,0.02
19990624   ,-0.74    ,0.66    ,0.11    ,0.02
19990625   ,-0.08    ,0.17   ,-0.05    ,0.02
19990628    ,0.48   ,-0.02   ,-0.28    ,0.02
19990629    ,0.83   ,-0.08   ,-0.63    ,0.02
19990630    ,0.85    ,0.47   ,-1.10    ,0.02
19990701    ,0.88   ,-0.65   ,-0.32    ,0.02
19990702    ,0.75   ,-0.03   ,-0.30    ,0.02
19990705    ,0.46   ,-0.36    ,0.02    ,0.02
19990706   ,-0.20    ,0.08    ,0.11    ,0.02
19990707   ,-0.10   ,-0.21    ,0.05    ,0.02
19990708   ,-0.17    ,0.27    ,0.05    ,0.02
19990709    ,0.23    ,0.12   ,-0.04    ,0.02
19990712    ,0.04    ,0.38   ,-0.06    ,0.02
19990713   ,-0.44    ,0.40    ,0.03    ,0.02
19990714    ,0.53    ,0.09   ,-0.23    ,0.02
19990715    ,0.91   ,-0.24   ,-0.47    ,0.02
19990716    ,0.09   ,-0.23   ,-0.20    ,0.02
19990719    ,0.21    ,0.21    ,0.61    ,0.02
19990720   ,-1.53    ,0.74    ,0.84    ,0.02
19990721   ,-0.05    ,0.27   ,-0.17    ,0.02
19990722   ,-1.11    ,0.54    ,0.32    ,0.02
19990723   ,-0.71    ,0.16   ,-0.02    ,0.02
19990726   ,-0.56    ,0.09    ,0.38    ,0.02
19990727    ,0.76   ,-0.62   ,-0.33    ,0.02
19990728    ,0.57   ,-0.02   ,-0.19    ,0.02
19990729   ,-1.03    ,0.87    ,0.62    ,0.02
19990730    ,0.19    ,0.14    ,0.19    ,0.02
19990802   ,-0.25   ,-0.28    ,0.19    ,0.02
19990803   ,-0.45   ,-0.14    ,0.05    ,0.02
19990804   ,-0.69    ,0.33    ,0.86    ,0.02
19990805   ,-0.69   ,-0.13   ,-0.36    ,0.02
19990806   ,-0.69    ,0.48   ,-0.01    ,0.02
19990809   ,-0.01   ,-0.17    ,0.33    ,0.02
19990810   ,-1.06    ,0.63    ,0.10    ,0.02
19990811    ,0.77   ,-0.54   ,-0.28    ,0.02
19990812    ,0.71   ,-0.24    ,0.12    ,0.02
19990813    ,1.24   ,-0.81   ,-1.00    ,0.02
19990816    ,0.70    ,0.12   ,-0.13    ,0.02
19990817    ,0.54   ,-0.18   ,-0.51    ,0.02
19990818   ,-0.01    ,0.51   ,-0.07    ,0.02
19990819   ,-0.35    ,0.54    ,0.68    ,0.02
19990820    ,1.04   ,-0.57    ,0.15    ,0.02
19990823    ,0.94   ,-1.05   ,-0.04    ,0.02
19990824    ,0.19    ,0.10   ,-0.31    ,0.02
19990825    ,0.45   ,-0.31   ,-1.26    ,0.02
19990826   ,-0.70    ,0.61   ,-0.04    ,0.02
19990827   ,-0.43    ,0.50    ,0.18    ,0.02
19990830   ,-0.61    ,0.74   ,-0.02    ,0.02
19990831   ,-0.59    ,1.13   ,-0.32    ,0.02
19990901    ,1.06   ,-0.35   ,-0.05    ,0.02
19990902   ,-0.58    ,0.56    ,0.02    ,0.02
19990903    ,1.68   ,-1.06   ,-0.99    ,0.02
19990906    ,0.45    ,0.17   ,-0.24    ,0.02
19990907   ,-0.48    ,0.66   ,-0.17    ,0.02
19990908   ,-0.34    ,0.16   ,-0.06    ,0.02
19990909    ,0.83    ,0.06    ,0.21    ,0.02
19990910   ,-0.18    ,0.36   ,-0.44    ,0.02
19990913    ,0.12    ,0.76    ,0.11    ,0.02
19990914   ,-0.58    ,0.29   ,-0.07    ,0.02
19990915   ,-0.52    ,0.63    ,0.50    ,0.02
19990916   ,-0.75   ,-0.21   ,-0.20    ,0.02
19990917    ,0.54   ,-0.24   ,-0.49    ,0.02
19990920    ,0.28   ,-0.28   ,-0.40    ,0.02
19990921   ,-0.80    ,0.25    ,0.62    ,0.02
19990922   ,-0.63    ,0.05   ,-0.42    ,0.02
19990923   ,-0.70    ,0.24    ,0.69    ,0.02
19990924   ,-1.23   ,-0.45   ,-0.07    ,0.02
19990927    ,0.39   ,-0.47   ,-0.33    ,0.02
19990928    ,0.14    ,0.23   ,-0.48    ,0.02
19990929   ,-0.46    ,0.62    ,0.18    ,0.02
19990930    ,1.21    ,0.19   ,-0.06    ,0.02
19991001    ,0.20    ,0.11   ,-0.06    ,0.02
19991004    ,1.10   ,-0.80   ,-0.55    ,0.02
19991005    ,0.00    ,0.21   ,-0.65    ,0.02
19991006    ,0.78   ,-0.57   ,-0.72    ,0.02
19991007    ,0.27    ,0.15   ,-0.24    ,0.02
19991008    ,0.36   ,-0.69   ,-0.59    ,0.02
19991011    ,0.31    ,0.47   ,-0.44    ,0.02
19991012   ,-0.56    ,0.81    ,0.32    ,0.02
19991013   ,-1.50    ,0.41    ,0.62    ,0.02
19991014   ,-0.45   ,-0.31    ,0.17    ,0.02
19991015   ,-1.62    ,0.94    ,0.78    ,0.02
19991018   ,-1.07   ,-1.17    ,0.25    ,0.02
19991019    ,1.02   ,-0.65   ,-0.56    ,0.02
19991020    ,1.06    ,0.06   ,-1.31    ,0.02
19991021   ,-0.01    ,0.42   ,-0.18    ,0.02
19991022    ,0.99   ,-1.06    ,0.12    ,0.02
19991025   ,-0.05    ,0.29   ,-0.09    ,0.02
19991026   ,-0.28   ,-0.17    ,0.03    ,0.02
19991027   ,-0.01   ,-0.52    ,0.10    ,0.02
19991028    ,1.94   ,-1.66   ,-0.77    ,0.02
19991029    ,1.92   ,-0.80   ,-0.19    ,0.02
19991101   ,-0.26    ,0.77   ,-0.44    ,0.02
19991102   ,-0.05    ,0.16    ,0.33    ,0.02
19991103    ,0.28    ,0.29   ,-0.82    ,0.02
19991104    ,0.52   ,-0.45   ,-0.26    ,0.02
19991105    ,0.41    ,0.03   ,-0.85    ,0.02
19991108    ,0.18    ,0.53   ,-0.90    ,0.02
19991109   ,-0.17    ,0.50    ,0.08    ,0.02
19991110    ,0.87   ,-0.25   ,-0.41    ,0.02
19991111    ,0.41   ,-0.44   ,-1.33    ,0.02
19991112    ,0.39   ,-0.26   ,-0.87    ,0.02
19991115    ,0.38    ,0.45   ,-1.02    ,0.02
19991116    ,0.68   ,-0.59   ,-0.30    ,0.02
19991117    ,0.04    ,0.69    ,0.69    ,0.02
19991118    ,0.70   ,-0.09   ,-0.59    ,0.02
19991119    ,0.05    ,0.13   ,-0.19    ,0.02
19991122    ,0.17    ,0.44   ,-0.87    ,0.02
19991123   ,-0.55   ,-0.07    ,0.13    ,0.02
19991124    ,0.17   ,-0.70   ,-0.72    ,0.02
19991125    ,0.42   ,-0.36   ,-0.57    ,0.02
19991126    ,0.74    ,0.40   ,-0.57    ,0.02
19991129   ,-0.48    ,0.48   ,-0.92    ,0.02
19991130   ,-1.32    ,0.57    ,1.18    ,0.02
19991201    ,0.08   ,-0.38    ,0.36    ,0.02
19991202    ,0.32    ,0.02   ,-0.62    ,0.02
19991203    ,1.45   ,-0.66   ,-0.89    ,0.02
19991206    ,0.49    ,0.59   ,-0.70    ,0.02
19991207   ,-0.08    ,0.28   ,-0.27    ,0.02
19991208   ,-0.26    ,0.50   ,-0.54    ,0.02
19991209    ,0.04   ,-0.44   ,-0.35    ,0.02
19991210    ,0.22    ,0.26   ,-0.34    ,0.02
19991213   ,-0.02    ,0.69   ,-0.64    ,0.02
19991214   ,-0.94   ,-0.29    ,0.34    ,0.02
19991215    ,0.01   ,-1.14    ,0.73    ,0.02
19991216    ,0.82   ,-0.17   ,-0.42    ,0.02
19991217    ,0.28   ,-0.17   ,-0.60    ,0.02
19991220    ,0.15   ,-0.21   ,-0.14    ,0.02
19991221    ,0.44   ,-0.29   ,-0.38    ,0.02
19991222    ,0.87   ,-0.24   ,-0.26    ,0.02
19991223    ,1.21   ,-0.80   ,-0.06    ,0.02
19991224    ,0.15   ,-0.18   ,-0.17    ,0.02
19991227    ,0.06    ,0.73   ,-0.22    ,0.02
19991228    ,0.33   ,-0.04   ,-0.36    ,0.02
19991229    ,0.61    ,0.52   ,-0.55    ,0.02
19991230    ,0.53    ,0.22   ,-0.13    ,0.02
19991231    ,0.23    ,0.48    ,0.16    ,0.02
20000103    ,0.21    ,0.85   ,-0.81    ,0.02
20000104   ,-3.18    ,0.79    ,1.42    ,0.02
20000105   ,-1.51    ,0.18    ,1.31    ,0.02
20000106   ,-1.02    ,0.16    ,1.00    ,0.02
20000107    ,2.08   ,-0.59   ,-0.94    ,0.02
20000110    ,1.25    ,0.49   ,-1.37    ,0.02
20000111   ,-0.15    ,0.09   ,-0.15    ,0.02
20000112   ,-0.55    ,0.15    ,0.13    ,0.02
20000113    ,0.84    ,0.39   ,-0.54    ,0.02
20000114    ,0.72    ,0.01   ,-0.65    ,0.02
20000117    ,0.66    ,0.56   ,-0.37    ,0.02
20000118   ,-0.88    ,1.56   ,-0.22    ,0.02
20000119   ,-0.27    ,0.55   ,-0.18    ,0.02
20000120   ,-0.16    ,1.21   ,-0.50    ,0.02
20000121   ,-0.29    ,0.58   ,-0.25    ,0.02
20000124   ,-1.22    ,0.70    ,0.06    ,0.02
20000125   ,-0.55   ,-0.11   ,-0.43    ,0.02
20000126    ,0.42   ,-0.13   ,-0.07    ,0.02
20000127    ,0.15   ,-0.62    ,0.00    ,0.02
20000128   ,-2.07    ,0.17    ,0.62    ,0.02
20000131    ,0.17   ,-1.18   ,-0.08    ,0.02
20000201    ,0.85    ,0.08   ,-0.88    ,0.02
20000202    ,0.72    ,0.37   ,-0.23    ,0.02
20000203    ,1.69    ,0.11   ,-0.97    ,0.02
20000204    ,0.15    ,0.80   ,-0.75    ,0.02
20000207   ,-0.15    ,1.09   ,-0.74    ,0.02
20000208    ,1.06    ,0.27   ,-1.68    ,0.02
20000209   ,-0.48    ,1.12   ,-0.47    ,0.02
20000210   ,-0.28    ,0.61   ,-0.52    ,0.02
20000211   ,-0.73    ,0.92    ,0.20    ,0.02
20000214   ,-0.50    ,0.58   ,-0.44    ,0.02
20000215   ,-0.20    ,0.21   ,-0.38    ,0.02
20000216    ,0.05    ,0.58    ,0.20    ,0.02
20000217    ,0.59    ,0.76   ,-1.14    ,0.02
20000218   ,-1.59    ,1.05    ,0.37    ,0.02
20000221   ,-0.66    ,0.31   ,-0.21    ,0.02
20000222    ,0.09   ,-0.45   ,-0.07    ,0.02
20000223    ,1.06   ,-0.09   ,-0.85    ,0.02
20000224   ,-0.17    ,0.83   ,-0.67    ,0.02
20000225   ,-0.05    ,0.50   ,-0.18    ,0.02
20000228    ,0.07   ,-0.24    ,0.24    ,0.02
20000229    ,0.79    ,0.78   ,-0.42    ,0.02
20000301    ,1.70    ,0.53   ,-0.06    ,0.02
20000302    ,0.21   ,-0.05   ,-0.34    ,0.02
20000303    ,0.96    ,0.36   ,-1.19    ,0.02
20000306   ,-0.45    ,0.66    ,0.18    ,0.02
20000307   ,-1.12    ,0.16    ,1.11    ,0.02
20000308   ,-0.10   ,-0.16   ,-0.37    ,0.02
20000309    ,1.47   ,-0.06   ,-0.80    ,0.02
20000310   ,-0.07    ,0.31    ,0.19    ,0.02
20000313   ,-1.92   ,-0.38    ,1.54    ,0.02
20000314   ,-0.74   ,-0.91    ,0.77    ,0.02
20000315    ,0.02   ,-2.29    ,0.92    ,0.02
20000316    ,3.11   ,-2.82    ,0.93    ,0.02
20000317    ,0.71    ,0.42   ,-0.76    ,0.02
20000320   ,-0.30   ,-1.11    ,0.46    ,0.02
20000321    ,0.59   ,-1.80    ,0.17    ,0.02
20000322    ,0.54    ,0.99   ,-0.82    ,0.02
20000323    ,0.85   ,-0.69    ,0.12    ,0.02
20000324    ,0.71   ,-0.44    ,0.16    ,0.02
20000327   ,-0.28    ,0.24    ,0.01    ,0.02
20000328   ,-0.34   ,-0.66    ,0.71    ,0.02
20000329   ,-0.24   ,-1.33    ,1.27    ,0.02
20000330   ,-1.58   ,-0.67    ,1.74    ,0.02
20000331    ,0.94   ,-0.24    ,0.73    ,0.02
20000403   ,-1.12   ,-2.01    ,1.66    ,0.02
20000404   ,-0.78   ,-1.79    ,1.55    ,0.02
20000405   ,-0.76    ,0.38    ,0.38    ,0.02
20000406    ,0.94    ,1.45   ,-1.57    ,0.02
20000407    ,1.05    ,0.91   ,-1.52    ,0.02
20000410   ,-0.39   ,-1.30    ,0.90    ,0.02
20000411   ,-1.27   ,-1.19    ,1.87    ,0.02
20000412   ,-1.21   ,-0.88    ,2.22    ,0.02
20000413   ,-1.56   ,-0.27    ,1.44    ,0.02
20000414   ,-3.77   ,-0.26    ,2.52    ,0.02
20000417   ,-0.45   ,-2.37   ,-1.14    ,0.02
20000418    ,2.34    ,0.75   ,-1.57    ,0.02
20000419    ,0.02    ,1.06   ,-0.59    ,0.02
20000420    ,0.24   ,-0.33    ,0.39    ,0.02
20000421    ,0.10    ,0.07   ,-0.66    ,0.02
20000424   ,-0.21   ,-1.13    ,1.07    ,0.02
20000425    ,1.62   ,-0.55   ,-0.74    ,0.02
20000426   ,-0.22    ,0.33    ,0.26    ,0.02
20000427   ,-0.50    ,0.73   ,-0.65    ,0.02
20000428    ,0.17    ,0.94   ,-0.70    ,0.02
20000501    ,1.07    ,0.44   ,-0.41    ,0.02
20000502   ,-0.42    ,0.11    ,0.41    ,0.02
20000503   ,-2.00    ,0.54    ,0.47    ,0.02
20000504   ,-0.10    ,0.32    ,0.47    ,0.02
20000505    ,0.98    ,0.26   ,-0.56    ,0.02
20000508   ,-0.74   ,-0.39    ,1.08    ,0.02
20000509   ,-0.99   ,-0.09    ,0.93    ,0.02
20000510   ,-2.00   ,-0.30    ,1.60    ,0.02
20000511    ,0.80   ,-0.18   ,-0.21    ,0.02
20000512    ,1.60   ,-0.04   ,-0.36    ,0.02
20000515    ,0.46   ,-0.40    ,0.15    ,0.02
20000516    ,1.00   ,-0.18   ,-0.79    ,0.02
20000517   ,-1.28    ,0.57    ,0.52    ,0.02
20000518   ,-0.76   ,-0.19    ,0.82    ,0.02
20000519   ,-1.94    ,0.47    ,1.64    ,0.02
20000522   ,-1.27   ,-0.75    ,1.09    ,0.02
20000523   ,-0.91   ,-0.71    ,1.46    ,0.02
20000524    ,0.12   ,-1.28   ,-0.63    ,0.02
20000525    ,0.22    ,0.21   ,-0.12    ,0.02
20000526    ,0.27    ,0.14   ,-0.14    ,0.02
20000529    ,0.23   ,-0.05    ,0.02    ,0.02
20000530    ,2.28    ,0.01   ,-1.81    ,0.02
20000531    ,0.21    ,0.31   ,-0.02    ,0.02
20000601    ,1.51   ,-0.26   ,-0.87    ,0.02
20000602    ,2.73    ,0.44   ,-1.75    ,0.02
20000605    ,0.07    ,1.03   ,-0.38    ,0.02
20000606   ,-0.20    ,0.57    ,0.47    ,0.02
20000607    ,0.59    ,0.08   ,-0.03    ,0.02
20000608   ,-0.52    ,0.38    ,0.25    ,0.02
20000609   ,-0.22    ,0.86   ,-0.12    ,0.02
20000612   ,-0.48   ,-0.25    ,0.97    ,0.02
20000613    ,0.61   ,-0.49   ,-0.32    ,0.02
20000614    ,0.00   ,-0.13    ,0.19    ,0.02
20000615   ,-0.23    ,0.22   ,-0.49    ,0.02
20000616   ,-0.19    ,0.63   ,-0.12    ,0.02
20000619    ,0.80   ,-0.40   ,-0.44    ,0.02
20000620    ,0.26    ,0.22   ,-0.33    ,0.02
20000621   ,-0.25    ,0.08    ,0.02    ,0.02
20000622   ,-1.26    ,0.40    ,0.59    ,0.02
20000623   ,-0.72    ,0.05    ,0.51    ,0.02
20000626    ,0.27    ,0.18   ,-0.22    ,0.02
20000627    ,0.18   ,-0.02    ,0.51    ,0.02
20000628    ,0.29    ,0.55   ,-0.08    ,0.02
20000629   ,-0.51    ,0.39    ,0.99    ,0.02
20000630    ,0.55    ,0.39   ,-1.02    ,0.02
20000703    ,0.90   ,-0.46    ,1.17    ,0.02
20000704    ,0.00    ,0.04   ,-0.07    ,0.02
20000705   ,-1.11    ,0.33    ,0.91    ,0.02
20000706    ,0.23   ,-0.47    ,0.45    ,0.02
20000707    ,1.14   ,-0.76   ,-0.50    ,0.02
20000710    ,0.33    ,0.34    ,0.31    ,0.02
20000711   ,-0.01   ,-0.19    ,0.58    ,0.02
20000712    ,0.42   ,-0.22   ,-0.38    ,0.02
20000713    ,0.02   ,-0.04   ,-0.78    ,0.02
20000714    ,0.75   ,-0.07   ,-0.77    ,0.02
20000717    ,0.16    ,0.53   ,-1.23    ,0.02
20000718   ,-1.54    ,0.19    ,0.77    ,0.02
20000719   ,-0.72   ,-0.29    ,1.08    ,0.02
20000720    ,1.24   ,-0.05   ,-0.82    ,0.02
20000721   ,-1.15    ,0.09    ,0.76    ,0.02
20000724   ,-0.97   ,-0.27    ,0.82    ,0.02
20000725    ,0.22   ,-0.46    ,0.36    ,0.02
20000726   ,-0.63    ,0.35    ,0.57    ,0.02
20000727   ,-1.40   ,-0.65    ,1.66    ,0.02
20000728   ,-2.03    ,0.01    ,1.39    ,0.02
20000731    ,0.80   ,-0.46   ,-0.28    ,0.02
20000801   ,-0.04   ,-0.49    ,0.80    ,0.02
20000802    ,0.13   ,-0.15    ,0.53    ,0.02
20000803   ,-0.15   ,-0.69    ,0.51    ,0.02
20000804    ,0.68   ,-0.30    ,0.60    ,0.02
20000807    ,1.04   ,-0.52   ,-0.24    ,0.02
20000808   ,-0.06   ,-0.20    ,0.06    ,0.02
20000809    ,0.07    ,0.05    ,0.30    ,0.02
20000810   ,-0.45    ,0.08    ,0.55    ,0.02
20000811    ,0.39    ,0.29    ,0.10    ,0.02
20000814    ,0.90   ,-0.38   ,-0.35    ,0.02
20000815    ,0.12    ,0.14    ,0.07    ,0.02
20000816    ,0.16    ,0.31    ,0.15    ,0.02
20000817    ,0.34   ,-0.07   ,-0.56    ,0.02
20000818   ,-0.33    ,0.26   ,-0.11    ,0.02
20000821   ,-0.09    ,0.08   ,-0.36    ,0.02
20000822    ,0.13   ,-0.06    ,0.19    ,0.02
20000823    ,0.53   ,-0.08   ,-0.87    ,0.02
20000824    ,0.22    ,0.48   ,-0.42    ,0.02
20000825    ,0.21    ,0.23   ,-0.42    ,0.02
20000828    ,0.38   ,-0.21   ,-0.61    ,0.02
20000829   ,-0.31    ,0.39   ,-0.12    ,0.02
20000830   ,-0.24    ,0.47    ,0.00    ,0.02
20000831    ,0.49    ,0.26   ,-1.06    ,0.02
20000901    ,1.19   ,-0.07   ,-0.60    ,0.02
20000904    ,0.16    ,0.07   ,-0.44    ,0.02
20000905   ,-1.04    ,0.26    ,1.02    ,0.02
20000906   ,-1.49    ,0.19    ,1.49    ,0.02
20000907    ,0.56    ,0.04   ,-0.50    ,0.02
20000908   ,-0.96    ,0.08    ,0.73    ,0.02
20000911   ,-0.90   ,-0.39    ,1.24    ,0.02
20000912   ,-0.42   ,-0.20    ,0.60    ,0.02
20000913   ,-0.14   ,-0.11   ,-0.13    ,0.02
20000914    ,0.34    ,0.49   ,-0.88    ,0.02
20000915   ,-1.11    ,0.09    ,0.73    ,0.02
20000918   ,-1.30   ,-0.36    ,0.89    ,0.02
20000919    ,0.57   ,-0.50   ,-0.72    ,0.02
20000920   ,-0.36    ,0.36   ,-0.26    ,0.02
20000921   ,-0.46   ,-0.21    ,0.30    ,0.02
20000922    ,0.01   ,-0.37    ,0.16    ,0.02
20000925    ,0.16   ,-0.05    ,0.49    ,0.02
20000926   ,-0.50   ,-0.13    ,1.06    ,0.02
20000927   ,-0.19   ,-0.57    ,0.84    ,0.02
20000928    ,0.90   ,-0.35   ,-0.24    ,0.02
20000929   ,-0.32    ,0.65    ,1.10    ,0.02
20001002   ,-0.23   ,-1.12    ,0.85    ,0.03
20001003   ,-0.51   ,-0.33    ,1.06    ,0.03
20001004    ,0.12   ,-0.38   ,-0.36    ,0.03
20001005   ,-0.19   ,-0.60    ,0.25    ,0.03
20001006   ,-1.43    ,0.29    ,0.71    ,0.03
20001009   ,-0.78   ,-0.08    ,0.69    ,0.03
20001010   ,-0.69   ,-0.24    ,0.94    ,0.03
20001011   ,-1.93   ,-0.04    ,1.36    ,0.03
20001012   ,-1.64    ,0.19    ,0.80    ,0.03
20001013    ,1.74   ,-1.34   ,-1.22    ,0.03
20001016    ,0.23    ,0.29   ,-0.87    ,0.03
20001017   ,-1.39    ,0.22    ,0.52    ,0.03
20001018   ,-1.52   ,-0.58    ,1.38    ,0.03
20001019    ,2.57   ,-0.70   ,-2.01    ,0.03
20001020    ,0.97    ,0.38   ,-0.82    ,0.03
20001023   ,-0.05   ,-0.05    ,0.31    ,0.03
20001024    ,0.49   ,-0.50    ,0.47    ,0.03
20001025   ,-2.16    ,0.02    ,1.65    ,0.03
20001026   ,-0.14    ,0.27    ,0.02    ,0.03
20001027    ,0.94   ,-0.61    ,0.18    ,0.03
20001030    ,0.29   ,-0.82    ,1.87    ,0.03
20001031    ,1.92   ,-0.30   ,-0.76    ,0.03
20001101    ,0.63    ,0.35   ,-0.21    ,0.02
20001102    ,0.44    ,0.55   ,-0.74    ,0.02
20001103    ,0.41    ,0.56   ,-0.37    ,0.02
20001106    ,0.14   ,-0.38    ,0.20    ,0.02
20001107   ,-0.06    ,0.06    ,0.28    ,0.02
20001108   ,-1.30    ,0.43    ,1.46    ,0.02
20001109   ,-0.74    ,0.04    ,0.71    ,0.02
20001110   ,-2.18   ,-0.05    ,2.21    ,0.02
20001113   ,-1.51   ,-0.36    ,2.02    ,0.02
20001114    ,1.96   ,-0.61   ,-1.82    ,0.02
20001115    ,0.46   ,-0.25   ,-0.32    ,0.02
20001116   ,-1.35   ,-0.16    ,1.68    ,0.02
20001117   ,-0.52    ,0.17    ,0.45    ,0.02
20001120   ,-1.84    ,0.18    ,1.54    ,0.02
20001121   ,-0.26   ,-0.99    ,0.71    ,0.02
20001122   ,-1.89    ,0.14    ,1.88    ,0.02
20001123    ,0.00   ,-0.42    ,0.11    ,0.02
20001124    ,1.30    ,0.17   ,-1.10    ,0.02
20001127    ,1.10    ,0.03   ,-0.59    ,0.02
20001128   ,-1.18   ,-0.56    ,2.01    ,0.02
20001129   ,-0.30   ,-1.07    ,1.16    ,0.02
20001130   ,-0.92   ,-0.01    ,1.70    ,0.02
20001201    ,0.86    ,0.86   ,-0.31    ,0.02
20001204    ,0.12   ,-0.47    ,0.46    ,0.02
20001205    ,2.59   ,-0.93   ,-2.56    ,0.02
20001206   ,-0.28    ,0.86    ,0.07    ,0.02
20001207   ,-0.75   ,-0.15    ,0.98    ,0.02
20001208    ,1.61    ,0.01   ,-0.77    ,0.02
20001211    ,0.93   ,-0.21   ,-0.56    ,0.02
20001212   ,-0.70   ,-0.19    ,0.55    ,0.02
20001213   ,-0.92   ,-0.15    ,0.95    ,0.02
20001214   ,-1.06    ,0.68    ,0.48    ,0.02
20001215   ,-1.69    ,0.44    ,1.51    ,0.02
20001218    ,0.38   ,-0.74    ,1.49    ,0.02
20001219   ,-0.86   ,-0.57    ,1.58    ,0.02
20001220   ,-2.57    ,0.21    ,2.85    ,0.02
20001221   ,-0.09   ,-0.53    ,1.01    ,0.02
20001222    ,1.90    ,0.14   ,-1.52    ,0.02
20001225    ,0.38    ,0.08   ,-0.02    ,0.02
20001226    ,0.35   ,-0.28    ,0.72    ,0.02
20001227    ,1.08    ,0.00    ,0.13    ,0.02
20001228    ,0.52    ,0.78    ,0.06    ,0.02
20001229   ,-0.30    ,0.56    ,0.38    ,0.02
20010101    ,0.00    ,0.01    ,0.00    ,0.02
20010102   ,-1.92    ,0.41    ,1.99    ,0.02
20010103    ,1.70   ,-1.12   ,-2.16    ,0.02
20010104    ,0.35    ,0.19   ,-0.24    ,0.02
20010105   ,-1.38    ,0.25    ,1.51    ,0.02
20010108   ,-0.65   ,-0.46    ,1.25    ,0.02
20010109   ,-0.47    ,0.03   ,-0.17    ,0.02
20010110    ,0.28    ,0.16   ,-0.34    ,0.02
20010111    ,1.16    ,0.47   ,-2.27    ,0.02
20010112   ,-0.04    ,0.79   ,-0.94    ,0.02
20010115   ,-0.14    ,0.06   ,-0.14    ,0.02
20010116    ,0.27    ,0.84   ,-0.17    ,0.02
20010117    ,0.59   ,-0.15   ,-1.46    ,0.02
20010118    ,1.14    ,0.00   ,-1.60    ,0.02
20010119   ,-0.42    ,0.44   ,-0.65    ,0.02
20010122    ,0.26    ,0.18    ,0.37    ,0.02
20010123    ,0.56   ,-0.20    ,0.34    ,0.02
20010124   ,-0.10   ,-0.36   ,-0.20    ,0.02
20010125   ,-0.19    ,0.16    ,0.87    ,0.02
20010126   ,-0.23   ,-0.04    ,0.38    ,0.02
20010129    ,0.45    ,0.25   ,-0.05    ,0.02
20010130    ,0.73    ,0.28   ,-0.33    ,0.02
20010131   ,-0.01    ,0.42    ,0.15    ,0.02
20010201    ,0.17    ,0.01    ,0.68    ,0.02
20010202   ,-1.37    ,0.48    ,1.61    ,0.02
20010205   ,-0.07   ,-0.32    ,0.88    ,0.02
20010206   ,-0.09    ,0.39   ,-0.50    ,0.02
20010207   ,-0.95    ,0.40    ,1.05    ,0.02
20010208   ,-0.89    ,0.03    ,0.60    ,0.02
20010209   ,-0.87    ,0.33    ,1.34    ,0.02
20010212    ,1.02   ,-0.26   ,-0.17    ,0.02
20010213   ,-0.83    ,0.42    ,1.03    ,0.02
20010214   ,-0.50    ,0.19    ,0.33    ,0.02
20010215    ,0.50   ,-0.07   ,-0.97    ,0.02
20010216   ,-1.44    ,0.66    ,1.48    ,0.02
20010219   ,-0.04    ,0.08    ,0.21    ,0.02
20010220   ,-1.34    ,0.45    ,1.02    ,0.02
20010221   ,-1.50    ,0.02    ,0.90    ,0.02
20010222   ,-0.63   ,-0.69    ,0.80    ,0.02
20010223    ,0.03    ,0.67    ,0.19    ,0.02
20010226    ,1.05   ,-0.35   ,-0.19    ,0.02
20010227   ,-0.42   ,-0.10    ,1.21    ,0.02
20010228   ,-0.90    ,0.05    ,1.03    ,0.02
20010301   ,-0.27   ,-0.28    ,0.31    ,0.02
20010302   ,-0.55    ,0.64    ,0.96    ,0.02
20010305    ,0.28   ,-0.77    ,0.19    ,0.02
20010306    ,1.48   ,-0.01   ,-1.22    ,0.02
20010307    ,0.24   ,-0.17    ,0.12    ,0.02
20010308   ,-0.08    ,0.01    ,1.04    ,0.02
20010309   ,-1.64    ,0.72    ,1.76    ,0.02
20010312   ,-3.50    ,0.96    ,2.11    ,0.02
20010313   ,-0.33   ,-0.87   ,-0.62    ,0.02
20010314   ,-2.28    ,0.34    ,0.49    ,0.02
20010315    ,0.23   ,-1.01    ,0.31    ,0.02
20010316   ,-1.67    ,0.55    ,0.54    ,0.02
20010319    ,0.84   ,-0.45    ,0.03    ,0.02
20010320   ,-0.53    ,0.67    ,0.42    ,0.02
20010321   ,-1.39   ,-0.28    ,0.84    ,0.02
20010322   ,-1.83    ,0.19   ,-0.97    ,0.02
20010323    ,1.99   ,-0.30   ,-1.09    ,0.02
20010326    ,2.27   ,-0.72    ,0.26    ,0.02
20010327    ,1.63   ,-1.06   ,-0.46    ,0.02
20010328   ,-1.84    ,0.74    ,1.10    ,0.02
20010329   ,-1.10    ,0.06    ,1.17    ,0.02
20010330    ,0.24    ,0.03    ,0.21    ,0.02
20010402   ,-1.01   ,-0.34    ,1.14    ,0.02
20010403   ,-1.88    ,0.83    ,2.18    ,0.02
20010404    ,0.13   ,-0.58    ,0.61    ,0.02
20010405    ,3.15   ,-0.62   ,-2.35    ,0.02
20010406   ,-0.90    ,0.63    ,0.28    ,0.02
20010409    ,0.12   ,-0.45    ,0.64    ,0.02
20010410    ,1.76   ,-0.67   ,-0.96    ,0.02
